Database,ID,Source,Collection Terms,Description,Tags,Category_1,Category_2,Category_3,Event Name,Create Time,Count
Collect_yTK,263,yTK,hurricane marie,"""Hurricane Marie is tied as the seventh-most intense Pacific hurricane on record, attaining a barometric pressure of 918 mbar (hPa; 27""",/Disaster_Types/Natural/Geophysical/Storm/Hurricane,/Disaster_Types/Natural/Geophysical/Storm/Hurricane,,,Hurricane Marie (2014),2014-08-27,"123,222"
Collect_yTK,264,yTK,UKIP,""" It has three Assembly Members (AMs) in the National Assembly for Wales and one member in the London Assembly""",,,,,UKIP,2014-08-28,"5,232,517"
Collect_yTK,265,yTK,Labor Day,"""  National Collegiate Athletic Association (NCAA) teams usually play their first games that weekend and the National Football League (NFL) traditionally play their kickoff game the Thursday following Labor Day""",National,National,,,Labor day,2014-08-29,"2,769,739"
Collect_yTK,266,yTK,#BeyondFerguson ,,,,,,Beyond the Beyond,2014-08-29,"27,350"
Collect_yTK,267,yTK,Pakistan,,,,,,,2014-09-01,"5,322,330"
Collect_yTK,268,yTK,Steven Sotloff,,War,War,,,OTL,2014-09-02,"146,925"
Collect_yTK,269,yTK,Nancy Writebol ,Ebola Survivor,,,,,Bol Bol Bol,2014-09-03,"16,046"
Collect_yTK,270,yTK,#facebookdown,""" On April 15, 2013, Facebook announced an alliance across 19 states with the National Association of Attorneys General, to provide teenagers and parents with information on tools to manage social networking profiles""",,,,,The Facebook,2014-09-03,"584,961"
Collect_yTK,271,yTK,#StrikeFastFood,""" The strike was organized by over 40 personnel from New York Communities for Change, Service Employees International Union, UnitedNY, and the Black Institute""",Compound,Compound,,,Fast food worker strikes,2014-09-04,"44,470"
Collect_yTK,272,yTK,Grand Slam,,International,International,,,Grand slam,2014-09-06,"3,962,260"
Collect_yTK,273,yTK,Nishikori,,International,International,,,Kori,2014-09-06,"1,850,157"
Collect_yTK,274,yTK,Enterovirus D68,,International,International,,,Entero,2014-09-08,"125,195"
Collect_yTK,275,yTK,Scotland,""" The continued existence of legal, educational, religious and other institutions distinct from those in the remainder of the UK have all contributed to the continuation of Scottish culture and national identity since the 1707 union with England""",,,,,Scotland,2014-09-08,"6,573,738"
Collect_yTK,276,yTK,#whyistayed,,,,,,If I Stay,2014-09-09,"181,731"
Collect_yTK,277,yTK,#SuicideAwarenessDay,""" Suicide awareness is linked to suicide prevention as both address suicide education and the dissemination of information to ultimately decrease the rate of suicide""",,,,,Suicide awareness,2014-09-10,"95,151"
Collect_yTK,278,yTK,flash floods,"""thumb|right|250px|An urban underpass during normal conditions (upper) and after fifteen minutes of heavy rain (lower)thumb|Driving through a flash-flooded roadthumb|A flash flood after a thunderstorm in the Gobi, Mongolia A flash flood is a rapid flooding of low-lying areas: washes, rivers, dry lakes and basins""",International,International,,,Flash flood,2014-09-10,"1,142,175"
Collect_yTK,279,yTK,#Remember911,,Flash,Flash,,,911,2014-09-11,"207,576"
Collect_yTK,280,yTK,#911anniversary,,Air,Air,,,911,2014-09-11,"106,213"
Collect_yTK,281,yTK,David Haines,,,,,,David Haines,2014-09-13,"118,562"
Collect_yTK,282,yTK,Odile,Hurricane  Odile,/Disaster_Types/Natural/Geophysical/Storm/Hurricane,/Disaster_Types/Natural/Geophysical/Storm/Hurricane,,,Dile,2014-09-14,"1,934,883"
Collect_yTK,283,yTK,#Odile,,/Disaster_Types/Natural/Geophysical/Storm/Hurricane,/Disaster_Types/Natural/Geophysical/Storm/Hurricane,,,Dile,2014-09-15,"93,066"
Collect_yTK,284,yTK,#indyref,,Air,Air,,,The Ref,2014-09-15,"2,285,523"
Collect_yTK,285,yTK,Tokyo earthquake,""" The earthquake had its epicenter in Tokyo Bay, with a magnitude of 6""",General,General,,,1894 Tokyo earthquake,2014-09-16,"393,683"
Collect_yTK,286,yTK,Bell Florida shooting,,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,"Bell, Florida",2014-09-18,"6,341"
Collect_yTK,287,yTK,Edinburgh,Scotland Independence,Earthquake,Earthquake,,,,2014-09-18,"5,688,801"
Collect_yTK,288,yTK,#ScotlandDecides,,Earthquake,Earthquake,,,Decidability,2014-09-18,"304,079"
Collect_yTK,289,yTK,#PeopleClimateMarch,,National,National,,,People's Climate March,2014-09-21,"29,455"
Collect_yTK,290,yTK,#FloodWallStreet,"""thumb|250px|right|A floodwall at Zruč nad Sázavou, Czech Republicthumb|Floodwall in Sunbury, Pennsylvania A flood wall (or floodwall) is a primarily vertical artificial barrier designed to temporarily contain the waters of a river or other waterway which may rise to unusual levels during seasonal or extreme weather events""",National,National,,,Flood wall,2014-09-22,"30,630"
Collect_yTK,291,yTK,#broadprize,Winners of US Urban Education prize,National,National,,,Broad Prize for Urban Education,2014-09-22,"13,412"
Collect_yTK,292,yTK,#2030NOW,Social Good Summit,National,National,,,2030,2014-09-22,"497,668"
Collect_yTK,293,yTK,#SocialGoodSummit,,National,National,,,,2014-09-22,"110,852"
Collect_yTK,294,yTK,#Mangalyaan,,,,,,LYA,2014-09-23,"134,046"
Collect_yTK,295,yTK,#occupycentral,,National,National,,,Occupy Central,2014-09-28,"575,070"
Collect_yTK,296,yTK,hong kong,""" The territory actively participates in the World Trade Organization, the Asia-Pacific Economic Cooperation forum, the International Olympic Committee, and many United Nations agencies""",Attack,Attack,,,Hong kong,2014-09-28,"6,634,463"
Collect_yTK,297,yTK,Volcano,"""A volcano is a rupture in the crust of a planetary-mass object, such as Earth, that allows hot lava, volcanic ash, and gases to escape from a magma chamber below the surface""",International,International,,,Volcanoe,2014-09-29,"5,997,059"
Collect_yTK,298,yTK,#edu14,,Volcano,Volcano,,,EDU,2014-09-30,"14,150"
Collect_yTK,299,yTK,#umbrellarevolution ,""" It is designed to protect a person against rain or sunlight""",,,,,Umbrella,2014-09-30,"355,550"
Collect_yTK,300,yTK,#Royals,,,,,,The Royal Royal,2014-10-01,"3,421,561"
Collect_yTK,301,yTK,Nick Griffin,""" He served as chairman and then president of the far-right British National Party (BNP) from 1999 to 2014, when he was expelled from the party""",Response,Response,,,Nick Griffin,2014-10-02,"768,415"
Collect_yTK,302,yTK,#fote14,,National,National,,,FOT,2014-10-03,"3,559"
Collect_yTK,303,yTK,Alan Henning,,,,,,Alan Henning,2014-10-03,"192,219"
Collect_yTK,304,yTK,#phanfone,Typhoon Phanfone,,,,,F One,2014-10-05,"6,642"
Collect_yTK,305,yTK,Typhoon Phanfone,,,,,,F One,2014-10-05,"11,355"
Collect_yTK,306,yTK,Nobel Prize,"""The Nobel Prize (, ; Swedish definite form, singular: Nobelpriset; ) is a set of annual international awards bestowed in several categories by Swedish and Norwegian institutions in recognition of academic, cultural, or scientific advances""",,,,,Nobel Prize,2014-10-05,"5,326,419"
Collect_yTK,307,yTK,#WorldTeachersDay,,International,International,,,World Teachers' Day,2014-10-05,"249,776"
Collect_yTK,308,yTK,Japan Volcano,"""Invalid line:   This is a list of active and extinct volcanoes in Japan""",,,,,List of volcanoes in Japan,2014-10-05,"754,325"
Collect_yTK,309,yTK,Brazil presidential race,""" While very few remained stuck with the idea of preserving slavery, some proposed the reintegration of ""national workers"" (which was understood as including the soon-to-be former slaves) into a ""free-labour"" system; others proposed Chinese immigration""",,,,,Race in brazil,2014-10-05,"42,346"
Collect_yTK,310,yTK,#HannahGraham,,,,,,Murder of Hannah Graham,2014-10-06,"49,224"
Collect_yTK,311,yTK,drone hannah graham,,,,,,Murder of Hannah Graham,2014-10-06,684
Collect_yTK,312,yTK,water main break,,Professional,Professional,,,,2013-02-08,"1,763,178"
Collect_yTK,313,yTK,pot hole,,Building,Building,,,Pot Hole Quarry,2013-02-08,"1,374,531"
Collect_yTK,314,yTK,shooting,,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Shoot,2013-02-08,"34,639,709"
Collect_yTK,315,yTK,gun shot,,Water,Water,,,Two Gun Shots,2013-02-08,"5,393,745"
Collect_yTK,316,yTK,gunman,,,,,,Gunman,2013-02-08,"5,309,984"
Collect_yTK,317,yTK,gunmen,,Assassination,Assassination,,,,2013-02-08,"3,570,637"
Collect_yTK,318,yTK,flood,,Earthquake,Earthquake,,,,2013-02-08,"15,065,038"
Collect_yTK,319,yTK,tornado,"""A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud""",Flood,Flood,,,Tornadoes,2013-02-08,"16,151,369"
Collect_yTK,320,yTK,tsunami,"""4|The 2004 Indian Ocean tsunami at Ao Nang, Krabi Province, Thailandthumb|upright=1""",International,International,,,Tsunamis,2013-02-08,"12,627,376"
Collect_yTK,321,yTK,storm,"""The Sea Storm is an Italian homebuilt amphibious flying boat that was designed and produced by Storm Aircraft of Sabaudia""",Tsunami,Tsunami,,,Storm Sea Storm,2013-02-08,"33,592,631"
Collect_yTK,322,yTK,hurricane,"""A tropical cyclone is a rapidly rotating storm system characterized by a low-pressure center, a closed low-level atmospheric circulation, strong winds, and a spiral arrangement of thunderstorms that produce heavy rain""",/Disaster_Types/Natural/Geophysical/Storm/Hurricane,/Disaster_Types/Natural/Geophysical/Storm/Hurricane,,,Hurricane,2013-02-08,"12,725,712"
Collect_yTK,323,yTK,shaking,,,,,,Shake Shake Shake,2013-02-08,"16,945,431"
Collect_yTK,324,yTK,earthquake,"""35|Earthquake epicenters occur mostly along tectonic plate boundaries, and especially on the Pacific Ring of Fire""",Response,Response,,,Earthquakes,2013-02-08,"12,201,244"
Collect_yTK,325,yTK,quake,,,,,,Quake,2013-02-08,"9,086,641"
Collect_yTK,326,yTK,shelter,,,,,,Shelter,2013-02-08,"10,717,174"
Collect_yTK,327,yTK,car crash,"""A traffic collision, also called a motor vehicle collision (MVC) among other terms, occurs when a vehicle collides with another vehicle, pedestrian, animal, road debris, or other stationary obstruction, such as a tree, pole or building""",Earthquake,Earthquake,,,Car crashes,2013-02-08,"6,440,270"
Collect_yTK,328,yTK,drunk driver,,Road,Road,,,Drunk driver,2013-02-08,"2,902,142"
Collect_yTK,329,yTK,car accident,,General,General,,,,2013-02-08,"6,565,327"
Collect_yTK,330,yTK,#iranelection,,National,National,,,Elections in Iran,2013-06-14,"1,348,143"
Collect_yTK,331,yTK,crime,,,,,,Crime After Crime,2013-02-25,"25,081,557"
Collect_yTK,332,yTK,snow,"""Snow refers to forms of ice crystals that precipitate from the atmosphere (usually from clouds) and undergo changes on the Earth's surface""",Natural,Natural,,,Snow,2013-12-28,"21,069,302"
Collect_yTK,333,yTK,pothole,,Snow,Snow,,,Pothole,2013-04-02,"2,274,151"
Collect_yTK,334,yTK,blacksburg,,Water,Water,,,Blacksburg,2013-04-04,"1,574,125"
Collect_yTK,335,yTK,bomb,,Building,Building,,,Bomb Bomb,2013-04-19,"28,991,747"
Collect_yTK,336,yTK,boston,,Nuclear,Nuclear,,,Boston–Montreal–Boston,2013-04-19,"25,324,400"
Collect_yTK,337,yTK,sink hole,"""thumb|The Red Lake sinkhole in Croatia A sinkhole, also known as a cenote, sink, sink-hole, swallet, swallow hole, or doline (the different terms for sinkholes are often used interchangeably), is a depression or hole in the ground caused by some form of collapse of the surface layer""",National,National,,,Sink hole,2014-01-31,"1,043,682"
Collect_yTK,338,yTK,severe weather,"""  High winds, hail, excessive precipitation, and wildfires are forms and effects of severe weather, as are thunderstorms, downbursts, tornadoes, waterspouts, tropical cyclones, and extratropical cyclones""",Sinkhole,Sinkhole,,,Severe weather,2013-12-23,"3,323,932"
Collect_yTK,339,yTK,sinkhole,"""thumb|The Red Lake sinkhole in Croatia A sinkhole, also known as a cenote, sink, sink-hole, swallet, swallow hole, or doline (the different terms for sinkholes are often used interchangeably), is a depression or hole in the ground caused by some form of collapse of the surface layer""",Wind,Wind,,,Sinkhole,2014-01-31,"1,732,234"
Collect_yTK,340,yTK,apple,,Sinkhole,Sinkhole,,,Apples to Apples,2013-12-28,"13,238,601"
Collect_yTK,341,yTK,samsung,""" Additionally, Samsung manufactured a range of aircraft from the 1980s to 1990s""",National,National,,,SAMSUNG,2013-12-28,"11,989,720"
Collect_yTK,342,yTK,Hadoop,,General,General,,,OOP,2013-12-28,"2,002,661"
Collect_yTK,343,yTK,Big data,""" International development Research on the effective usage of information and communication technologies for development (also known as ICT4D) suggests that big data technology can make important contributions but also present unique challenges to International development""",,,,,Big data,2013-12-28,"5,393,277"
Collect_yTK,344,yTK,government,,National,National,,,,2013-12-28,"14,715,528"
Collect_yTK,345,yTK,United States,""" Historically, the tasks of local law enforcement, public education, public health, regulating intrastate commerce, and local transportation and infrastructure have generally been considered primarily state responsibilities, although all of these now have significant federal funding and regulation as well""",National,National,,,States in the United States,2013-12-28,"7,140,408"
Collect_yTK,346,yTK,news,"""The News Is the News was a live news-satire program that aired four episodes on NBC in the summer of 1983""",War,War,,,The News Is the News,2013-12-28,"19,180,183"
Collect_yTK,347,yTK,iphone,""" In 2016, Apple unveiled the iPhone 7 and 7 Plus, which add water resistance, improved system and graphics performance, a new rear dual-camera setup on the Plus model, and new color options, while removing the 3""",International,International,,,IPhone,2013-12-30,"19,363,511"
Collect_yTK,348,yTK,galaxy,,Flash,Flash,,,Galaxy 2 Galaxy,2013-12-30,"11,777,901"
Collect_yTK,349,yTK,iPad,,Collapse,Collapse,,,,2014-01-08,"15,802,328"
Collect_yTK,350,yTK,Sinkhole,"""thumb|The Red Lake sinkhole in Croatia A sinkhole, also known as a cenote, sink, sink-hole, swallet, swallow hole, or doline (the different terms for sinkholes are often used interchangeably), is a depression or hole in the ground caused by some form of collapse of the surface layer""",Sinkhole,Sinkhole,,,Sinkhole,2014-01-31,"1,889,453"
Collect_yTK,351,yTK,weather,""" Due to the high energy usage, they are a major source of the pollution that causes urban air quality problems and pollutants that contribute to climate change""",Air,Air,,,Weatherization,2014-01-31,"14,280,899"
Collect_yTK,352,yTK,rain,,Air,Air,,,"Rain, Rain, Rain",2014-01-31,"11,707,801"
Collect_yTK,353,yTK,cold,,Rain,Rain,,,Cold Cold Cold,2014-02-07,"17,185,009"
Collect_yTK,354,yTK,flu,""" Such arrows are particularly useful when shooting at aerial targets or for certain types of recreational archery where the arrow must not travel too far""",Snow,Snow,,,Flu-flu arrow,2014-02-07,"8,267,577"
Collect_yTK,355,yTK,police,,Viral,Viral,,,Police Police,2014-02-22,"12,030,377"
Collect_yTK,356,yTK,plane crash,,,,,,Plane Crash,2014-07-23,"2,694,719"
Collect_yTK,357,yTK,FEMA,""" The agency's primary purpose is to coordinate the response to a disaster that has occurred in the United States and that overwhelms the resources of local and state authorities""",National,National,,,Fema,2014-07-27,"2,942,712"
Collect_yTK,358,yTK,Red Cross,"""9|alt=Two flags waving|The Red Cross and Red Crescent emblems, the symbols from which the movement derives its name, Genève 2005 The International Red Cross and Red Crescent Movement is an international humanitarian movement with approximately 17 million volunteers, members and staff worldwide which was founded to protect human life and health, to ensure respect for all human beings, and to prevent and alleviate human suffering""",Response,Response,,,Red Cross and Red Crescent,2014-07-27,"3,029,136"
Collect_yTK,359,yTK,RedCross,"""9|alt=Two flags waving|The Red Cross and Red Crescent emblems, the symbols from which the movement derives its name, Genève 2005 The International Red Cross and Red Crescent Movement is an international humanitarian movement with approximately 17 million volunteers, members and staff worldwide which was founded to protect human life and health, to ensure respect for all human beings, and to prevent and alleviate human suffering""",International,International,,,Red Cross and Red Crescent,2014-07-27,"2,271,764"
Collect_yTK,360,yTK,Salvation Army,"""</noinclude>  The Salvation Army (TSA) is a Protestant Christian church and an international charitable organisation""",International,International,,,The Salvation Army,2014-07-27,"1,971,100"
Collect_yTK,361,yTK,SalvationArmy,"""</noinclude>  The Salvation Army (TSA) is a Protestant Christian church and an international charitable organisation""",International,International,,,The Salvation Army,2014-07-27,"1,460,859"
Collect_yTK,362,yTK,USGS,""" The National Earthquake Information Center (NEIC) in Golden, Colorado on the campus of the Colorado School of Mines detects the location and magnitude of global earthquakes""",International,International,,,USGS,2014-07-28,"3,098,222"
Collect_yTK,363,yTK,ebola virus,"""EBOV carries a negative-sense RNA genome in virions that are cylindrical/tubular, and contain viral envelope, matrix, and nucleocapsid components""",National,National,,,Ebola virus,2014-08-01,"2,538,690"
Collect_yTK,364,yTK,gaza,,,,,,Gaza,2014-08-03,"5,894,263"
Collect_yTK,365,yTK,#IfTheyGunnedMeDown,Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Me and a Gun,2014-08-25,"152,204"
Collect_yTK,366,yTK,#iranelection,,National,National,,,Elections in Iran,2013-06-09,"1,241,818"
Collect_yTK,367,yTK,iran election,,International,International,,,Elections in Iran,2013-06-09,"834,821"
Collect_yTK,368,yTK,nsa leak,"""Ongoing news reports in the international media have revealed operational details about the United States National Security Agency (NSA) and its international partners' global surveillance of both foreign nationals and U""",National,National,,,Leak of NSA documents,2013-06-10,"726,402"
Collect_yTK,369,yTK,midwest storm,""" The Midwest Region of the National Park Service consists of these twelve states plus the state of Arkansas""",National,National,,,Midwest,2013-06-14,"464,102"
Collect_yTK,370,yTK,#rouhani,,Storm,Storm,,,ROUS,2013-06-17,"893,370"
Collect_yTK,371,yTK,#HassanRouhani,"""Hani al Hassan (Arabic: هاني الحسن; l939 – 6 July 2012), also known as (Abu Tariq, Abu-l-Hasan), was a leader of the Fatah organization in Germany and member of the Palestinian Authority Cabinet and the Palestinian National Council""",Nuclear,Nuclear,,,Hani al-Hassan,2013-06-17,"71,810"
Collect_yTK,372,yTK,flood,,Earthquake,Earthquake,,,,2013-06-21,"12,063,486"
Collect_yTK,373,yTK,earthquake,"""35|Earthquake epicenters occur mostly along tectonic plate boundaries, and especially on the Pacific Ring of Fire""",Response,Response,,,Earthquakes,2013-06-21,"9,942,326"
Collect_yTK,374,yTK,tornado,"""A tornado is a rapidly rotating column of air that is in contact with both the surface of the Earth and a cumulonimbus cloud or, in rare cases, the base of a cumulus cloud""",Flood,Flood,,,Tornadoes,2013-06-21,"10,637,346"
Collect_yTK,375,yTK,hurricane,"""A tropical cyclone is a rapidly rotating storm system characterized by a low-pressure center, a closed low-level atmospheric circulation, strong winds, and a spiral arrangement of thunderstorms that produce heavy rain""",/Disaster_Types/Natural/Geophysical/Storm/Hurricane,/Disaster_Types/Natural/Geophysical/Storm/Hurricane,,,Hurricane,2013-06-21,"11,526,348"
Collect_yTK,376,yTK,diabetes,""" Serious long-term complications include cardiovascular disease, stroke, chronic kidney disease, foot ulcers, and damage to the eyes""",Earthquake,Earthquake,,,Diabetes,2013-06-21,"10,664,062"
Collect_yTK,377,yTK,obesity,"""      Medical field  Condition  Medical field  Condition    Cardiology   coronary heart disease: angina and myocardial infarction  congestive heart failure  high blood pressure    Dermatology   stretch marks  lymphedema      Endocrinology and Reproductive medicine   diabetes mellitus  complications during pregnancy  migraines  carpal tunnel syndrome  dementia  idiopathic intracranial hypertension  multiple sclerosis    Oncology   esophageal  colorectal  pancreatic  gallbladder  endometrial  kidney  Leukemia  Hepatocellular carcinoma  obesity hypoventilation syndrome  poor mobility  osteoarthritis    Urology and Nephrology   erectile dysfunction  urinary incontinence  chronic renal failure  hypogonadism  buried penis     Survival paradox Although the negative health consequences of obesity in the general population are well supported by the available evidence, health outcomes in certain subgroups seem to be improved at an increased BMI, a phenomenon known as the obesity survival paradox""",Earthquake,Earthquake,,,Obesity,2013-06-21,"6,694,743"
Collect_yTK,378,yTK,shooting,,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Shoot,2013-06-21,"21,740,405"
Collect_yTK,379,yTK,cancer,""" If a significant error occurs, the damaged cell can self-destruct through programmed cell death, termed apoptosis""",National,National,,,Cancer,2013-06-22,"25,124,671"
Collect_yTK,380,yTK,plane crash,,,,,,Plane Crash,2013-07-07,"4,379,301"
Collect_yTK,381,yTK,#explosion,""" The potential energy stored in an explosive material may, for example, be   chemical energy, such as nitroglycerin or grain dust  pressurized gas, such as a gas cylinder or aerosol can  nuclear energy, such as in the fissile isotopes uranium-235 and plutonium-239  Explosive materials may be categorized by the speed at which they expand""",Damage,Damage,,,Explosive,2013-07-08,"1,091,811"
Collect_yTK,382,yTK,#Quebec,""" The National Assembly of Quebec (provincial legislature), the Musée national des beaux-arts du Québec (National Museum of Fine Arts of Quebec), and the Musée de la civilisation (Museum of Civilization) are found within or near Vieux-Québec""",Aircraft,Aircraft,,,"Quebec City, Quebec",2013-07-08,"2,804,758"
Collect_yTK,383,yTK,train explosion,,National,National,,,Explosive train,2013-07-08,"347,773"
Collect_yTK,384,yTK,alaska floatplane crash,""" Either type of seaplane may also have landing gear suitable for land, making the vehicle an amphibious aircraft""",,,,,Float plane,2013-07-08,"5,577"
Collect_yTK,385,yTK,train blast,,National,National,,,Blast,2013-07-08,"632,041"
Collect_yTK,386,yTK,suicide,,National,National,,,Suicide it's a suicide,2013-07-09,"17,858,701"
Collect_yTK,387,yTK,mental illness,""" According to DSM-IV, a mental disorder is a psychological syndrome or pattern which is associated with distress (e""",Attempted,Attempted,,,Mental illnesses,2013-07-09,"7,054,284"
Collect_yTK,388,yTK,pollution,""" Clean Water Act standards""",Psychological,Psychological,,,Pollutant,2013-07-09,"7,400,249"
Collect_yTK,389,yTK,autism,""" Many individuals with ASD show superior skills in perception and attention, relative to the general population""",Pollution,Pollution,,,Autism,2013-07-18,"7,984,284"
Collect_yTK,390,yTK,antibiotic resistant bacteria,,General,General,,,List of antibiotic-resistant bacteria,2013-07-29,"747,581"
Collect_yTK,391,yTK,bullying,,,,,,"The Bully, the Bullied, and the Bystander",2013-08-06,"16,055,560"
Collect_yTK,392,yTK,egypt,""" Egypt's long and rich cultural heritage is an integral part of its national identity, which has endured, and often assimilated, various foreign influences, including Greek, Persian, Roman, Arab, Ottoman Turkish, and Nubian""",/Disaster_Types/Manmade/Conflict_Based/Mass_Murder,/Disaster_Types/Manmade/Conflict_Based/Mass_Murder,,,Egypte,2013-08-15,"12,867,904"
Collect_yTK,393,yTK,#STEM,,,,,,Stem Stem in Electro,2013-09-19,"4,245,014"
Collect_yTK,394,yTK,#edchat,,Psychological,Psychological,,,Chat Chat,2013-09-19,"5,705,455"
Collect_yTK,395,yTK,#edtech,,Response,Response,,,,2014-02-19,"3,900,771"
Collect_yTK,396,yTK,Nigerian school attack,,school attack,/Disaster_Types/Manmade/Conflict_Based/School_Shooting,,,Nigerian Military School,2014-02-26,"14,875"
Collect_yTK,397,yTK,#oscars,"""Oscar or OSCAR may refer to: People  Oscar (given name), an Irish – and English-language name; the article includes the names Osgar, Oskar, and Oskari Oscar (Irish mythology)  – legendary figure, son of Oisín and grandson of Finn mac Cumhall Oscar (footballer, born 1991), footballer who plays for Shanghai SIPG  Places  Oscar, Kentucky, an unincorporated community Oscar, Louisiana, an unincorporated community Oscar, Missouri, an unincorporated community Oscar, Oklahoma, an unincorporated community Oscar, West Virginia, an unincorporated community Lake Oscar (disambiguation) Oscar Township, Otter Tail County, Minnesota, a civil township  Animals  Oscar (bionic cat), a cat that had implants after losing both hind paws Oscar (bull), #16, a ProRodeo Hall of Fame bucking bull Oscar (fish), Astronotus ocellatus Oscar (therapy cat), cat that can purportedly predict the deaths of hospice patients Oscar, a nickname for Beast of Busco, a North American cryptid turtle Oscar, a nickname for Unsinkable Sam, a World War II ship's cat  Arts, entertainment, and media Awards  Oscars, another name for the Academy Awards, and the awarded statue, an Oscar  Fictional characters  Oscar, a character in the video game Fire Emblem: Path of Radiance Oscar of Astora, a fictional knight in the video game Dark Souls Oscar, the main character fish from the animated film Shark Tale Oscar, a main character fish from the animated television series Fish Hooks Oscar, an infant character in the film Ghostbusters II Oscar, a page in Verdi's opera Un ballo in maschera Oscar the Grouch, a Muppet on Sesame Street Old Oscar, a character in Jay Jay the Jet Plane""",Collaborative,Collaborative,,,Oscar,2014-03-03,"2,525,526"
Collect_yTK,398,yTK,#EastHarlemExplosion,""" on March 12, 2014, In June 2015, the National Transportation Safety Board (NTSB) blamed the explosion on failures by Consolidated Edison and the city""",International,International,,,East Harlem apartment explosion,2014-03-12,"17,648"
Collect_yTK,399,yTK,East Harlem,""" A number of young professionals have settled into these recently constructed buildings""",National,National,,,East Harlem,2014-03-12,"1,222,954"
Collect_yTK,400,yTK,Manhattan,""" Manhattan Avenue between West 120th and 123rd Streets was designated a National Historic District in 1992""",Building,Building,,,Manhattan Avenue (Manhattan),2014-03-12,"6,294,557"
Collect_yTK,401,yTK,mudslide,Oso WA mudslide,Building,Building,,,Mudslide,2014-03-25,"1,336,984"
Collect_yTK,402,yTK,Ebola,Guinea Ebola virus spread,Viral,Viral,,,Ebola,2014-03-28,"7,271,705"
Collect_yTK,403,yTK,#530slide,mudslide in WA state,Building,Building,,,530s,2014-04-06,"17,630"
Collect_yTK,404,yTK,#stabbingatPA,,,,,,Stabbing,2014-04-10,286
Collect_yTK,405,yTK,#heartbleed,heartbleed Internet virus,Building,Building,,,Bleeding Heart,2014-04-10,"196,950"
Collect_yTK,406,yTK,#tornadowarning,"""[[Image:Douglas Tornado""",,,,,Tornado warning,2014-04-29,"291,786"
Collect_yTK,407,yTK,Alabama tornado,"""This list of Alabama tornado events includes notable storms which affected the U""",Building,Building,,,Alabama tornado,2014-04-29,"385,557"
Collect_yTK,408,yTK,#WIRE2014,,Tornado,Tornado,,,Wire to Wire,2014-06-18,373
Collect_yTK,409,yTK,independenceeve,,,,,,Eves v Eves,2014-07-07,"13,115"
Collect_yTK,410,yTK,Thomas Duncan,,,,,,Thomas Duncan,2014-10-08,"418,730"
Collect_yTK,411,yTK,#GHC14,,War,War,,,Ghc,2014-10-08,"34,859"
Collect_yTK,412,yTK,#16times,""" Episode Series 16 Episode # refers to the air date order""",,,,,Time Team (series 16),2014-10-09,"35,984"
Collect_yTK,413,yTK,Kobani,,General,General,,,"Bani, Bani, Bani",2014-10-09,"2,571,669"
Collect_yTK,414,yTK,Vongfong,,International,International,,,Fong,2014-10-09,"87,353"
Collect_yTK,415,yTK,#Vongfong,,Storm,Storm,,,Fong,2014-10-09,"40,589"
Collect_yTK,416,yTK,#shawshooting,,shooting,/Disaster_Types/Manmade/Conflict_Based/Terrorism/Shooting,,,Shaw,2014-10-09,"87,510"
Collect_yTK,417,yTK,#Hudhud ,,,,,,Hud,2014-10-09,"85,376"
Collect_yTK,418,yTK,#NobelPeacePrize,""" These nominators are:   Members of national assemblies and governments and members of the Inter-Parliamentary Union  Members of the Permanent Court of Arbitration and the International Court of Justice at the Hague  Members of Institut de Droit International  University professors of history, social sciences, philosophy, law, and theology, university presidents, and directors of peace research and international affairs institutes  Former recipients, including board members of organizations that have previously received the prize  Present and past members of the Norwegian Nobel Committee  Former permanent advisers to the Norwegian Nobel Institute  thumb|The 14th Dalai Lama and Archbishop Desmond Tutu, Nobel Peace Prize laureatesNominations must usually be submitted to the Committee by the beginning of February in the award year""",Storm,Storm,,,Nobel Prize for Peace,2014-10-10,"1,050,505"
Collect_yTK,419,yTK,Ferguson,,,,,,Will Ferguson,2014-10-11,"6,901,352"
Collect_yTK,420,yTK,ISIS,""" She holds a sistrum and a pitcher of water, although these attributes were added in a 17th-century renovation""",International,International,,,Isis,2014-10-11,"6,168,002"
Collect_yTK,421,yTK,St. Louis,,Water,Water,,,Louis St. Louis,2014-10-11,"6,467,551"
Collect_yTK,422,yTK,Columbus Day,"""Columbus Day is a national holiday in many countries of the Americas and elsewhere which officially celebrates the anniversary of Christopher Columbus's arrival in the Americas on October 12, 1492 (Julian Calendar; it would have been October 21, 1492 on the Gregorian Proleptic Calendar, which extends the Gregorian Calendar to dates prior to its adoption in 1582)""",National,National,,,Columbus Day,2014-10-13,"1,985,153"
